id,name,city,latitude,longitude,dpcapacity,online_date,totaltrips
424,Museum of Science and Industry,Chicago,41.79172820953,-87.583945009,27,1/30/2015 17:44:30,2531
425,Harper Ave & 59th St,Chicago,41.78794281287,-87.5883151702,15,1/30/2015 17:44:55,1069
426,Ellis Ave & 60th St,Chicago,41.78509714636,-87.6010727606,19,1/30/2015 17:45:11,2871
427,Cottage Grove Ave & 63rd St,Chicago,41.78059901484,-87.606112388,19,1/30/2015 17:45:29,274
428,Dorchester Ave & 63rd St,Chicago,41.7804056457,-87.5914159893,15,1/30/2015 17:45:54,282
429,Cottage Grove Ave & 67th St,Chicago,41.77372095205,-87.60563486,11,1/30/2015 17:46:08,91
430,MLK Jr Dr & 63rd St,Chicago,41.78008063659,-87.6159428567,15,1/30/2015 17:46:22,31
431,Eberhart Ave & 61st St,Chicago,41.78414169317,-87.6133078304,11,1/30/2015 17:46:36,60
432,Clark St & Lunt Ave,Chicago,42.009074,-87.67419,19,2/2/2015 11:32:22,1574
433,Kedzie Ave & Harrison St,Chicago,41.87359967462,-87.7048707493,11,2/10/2015 11:47:26,109
434,Ogden Ave & Roosevelt Rd,Chicago,41.86650148316,-87.68469707,19,2/10/2015 11:47:44,1380
435,Kedzie Ave & Roosevelt Rd,Chicago,41.86649278172,-87.7064961757,15,2/10/2015 11:48:03,222
436,Fairfield Ave & Roosevelt Rd,Chicago,41.866624,-87.694521,15,2/10/2015 11:48:31,312
437,Washtenaw Ave & 15th St (*),Chicago,41.86148,-87.693374,20,2/10/2015 11:48:45,320
438,Central Park Ave & Ogden Ave,Chicago,41.85420431327,-87.7154058381,15,2/10/2015 11:49:09,96
439,Kedzie Ave & 21st St,Chicago,41.85353363213,-87.7050730318,11,2/10/2015 11:49:29,116
440,Lawndale Ave & 23rd St,Chicago,41.8498819465,-87.7170003853,11,2/10/2015 11:49:54,22
441,Kedzie Ave & 24th St,Chicago,41.84819094491,-87.7054137458,11,2/10/2015 11:50:08,35
442,California Ave & 23rd Pl,Chicago,41.84910969176,-87.6951398068,15,2/10/2015 11:50:23,274
443,Millard Ave & 26th St,Chicago,41.84456684891,-87.7159103081,11,2/10/2015 11:50:36,138
444,Albany Ave & 26th St,Chicago,41.84447501366,-87.7020130128,11,2/10/2015 11:50:50,98
445,California Ave & 26th St,Chicago,41.84404003127,-87.6952959227,11,2/10/2015 11:51:07,165
446,Western Ave & 28th St,Chicago,41.84151770807,-87.6851314409,11,2/10/2015 11:51:32,72
447,Glenwood Ave & Morse Ave,Chicago,42.00797192287,-87.6655023944,15,2/10/2015 12:00:33,2015
448,Warren Park East,Chicago,42.00454962194,-87.6806661451,15,2/10/2015 14:02:35,374
449,Clark St & Columbia Ave,Chicago,42.00445062934,-87.6724024047,15,2/10/2015 14:02:48,988
450,Warren Park West,Chicago,42.0020072639,-87.6897262325,15,2/10/2015 14:03:05,412
451,Sheridan Rd & Loyola Ave,Chicago,42.00104377979,-87.6611982433,15,2/10/2015 14:03:20,2238
452,Western Ave & Granville Ave,Chicago,41.99416136902,-87.689438282,15,2/10/2015 14:03:37,445
453,Clark St & Schreiber Ave,Chicago,41.99925182186,-87.6713773393,15,2/10/2015 14:03:52,908
454,Broadway & Granville Ave,Chicago,41.9947796884,-87.6602845349,15,2/10/2015 14:04:12,2590
455,Maplewood Ave & Peterson Ave,Chicago,41.99023602867,-87.6933696402,15,2/10/2015 14:04:28,353
456,2112 W Peterson Ave,Chicago,41.991178,-87.683593,15,2/10/2015 14:04:42,368
457,Clark St & Elmdale Ave,Chicago,41.99089374974,-87.6695833982,19,2/10/2015 14:04:55,1344
458,Broadway & Thorndale Ave,Chicago,41.98974251144,-87.6601406209,19,2/10/2015 14:05:11,2361
459,Lakefront Trail & Bryn Mawr Ave,Chicago,41.98403669612,-87.6523104689,19,2/10/2015 14:05:23,8135
460,Clark St & Bryn Mawr Ave,Chicago,41.983593,-87.669154,15,2/10/2015 14:05:36,2372
461,Broadway & Ridge Ave,Chicago,41.9840446107,-87.6602738295,15,2/10/2015 14:05:50,2380
462,Ravenswood Ave & Balmoral Ave,Chicago,41.97977021745,-87.6758147283,15,2/10/2015 14:06:02,1287
463,Clark St & Berwyn Ave,Chicago,41.9779966544,-87.6680471047,19,2/10/2015 14:06:16,4070
464,Damen Ave & Foster Ave,Chicago,41.97561480459,-87.6794590387,15,2/10/2015 14:06:30,2047
465,Marine Dr & Ainslie St,Chicago,41.9716,-87.650154,23,2/10/2015 14:06:51,3316
466,Ridge Blvd & Touhy Ave,Chicago,42.01213227742,-87.6829126443,15,2/10/2015 14:11:37,379
467,Western Ave & Lunt Ave,Chicago,42.0085943972,-87.6904922389,15,2/10/2015 14:11:49,419
468,Budlong Woods Library,Chicago,41.98366470886,-87.6964225611,15,2/10/2015 14:12:00,370
469,St. Louis Ave & Balmoral Ave,Chicago,41.98039423475,-87.7161149615,15,2/10/2015 14:36:05,591
470,Kedzie Ave & Foster Ave,Chicago,41.975672,-87.709261,15,2/10/2015 14:36:19,472
471,Francisco Ave & Foster Ave,Chicago,41.97563272521,-87.7014194389,15,2/10/2015 14:36:33,944
472,Lincoln Ave & Winona St,Chicago,41.97491129677,-87.6925025594,15,2/10/2015 14:36:56,753
474,Christiana Ave & Lawrence Ave,Chicago,41.96835449363,-87.7118306675,15,2/10/2015 14:37:47,831
475,Washtenaw Ave & Lawrence Ave,Chicago,41.96871106859,-87.6961695698,15,2/10/2015 14:38:00,887
476,Kedzie Ave & Leland Ave,Chicago,41.96668636205,-87.7080519806,15,2/10/2015 14:38:13,642
477,Manor Ave & Leland Ave,Chicago,41.96631752876,-87.7010826773,11,2/10/2015 14:38:27,647
478,Rockwell St & Eastwood Ave,Chicago,41.96590013976,-87.6936384935,15,2/10/2015 14:38:39,1634
479,Drake Ave & Montrose Ave,Chicago,41.96115407569,-87.7165690733,11,2/10/2015 14:38:54,843
480,Albany (Kedzie) Ave & Montrose Ave,Chicago,41.961041,-87.705866,15,2/10/2015 14:39:09,787
481,California Ave & Montrose Ave,Chicago,41.961068,-87.695439,15,2/10/2015 14:39:21,765
482,Campbell Ave & Montrose Ave,Chicago,41.96152593287,-87.6911650414,15,2/10/2015 14:39:32,1418
483,Avondale Ave & Irving Park Rd,Chicago,41.953393,-87.732002,19,2/10/2015 14:39:46,887
484,Monticello Ave & Irving Park Rd,Chicago,41.95400483876,-87.7191281797,15,2/10/2015 14:39:59,766
485,Sawyer Ave & Irving Park Rd,Chicago,41.95358617895,-87.7093107999,15,2/10/2015 14:40:11,603
486,Oakley Ave & Irving Park Rd,Chicago,41.95434085219,-87.6860796243,15,2/10/2015 14:40:27,1399
487,California Ave & Byron St,Chicago,41.95216219326,-87.698051113,19,2/10/2015 14:40:41,655
488,Pulaski Rd & Eddy St,Chicago,41.94563644092,-87.7277368138,11,2/10/2015 14:40:53,171
489,Drake Ave & Addison St,Chicago,41.947326,-87.717582,15,2/10/2015 14:41:07,727
490,Troy St & Elston Ave,Chicago,41.94524356848,-87.7066499009,15,2/10/2015 14:41:22,1276
491,Talman Ave & Addison St,Chicago,41.9466358306,-87.694614758,15,2/10/2015 14:41:37,1347
492,Leavitt St & Addison St,Chicago,41.946655,-87.683359,15,2/10/2015 14:41:49,1227
493,Oakley Ave & Roscoe St,Chicago,41.942916,-87.685801,15,2/10/2015 14:42:02,1826
494,Kedzie Ave & Bryn Mawr Ave,Chicago,41.98239708485,-87.7089225202,15,2/10/2015 14:42:15,269
495,Keystone Ave & Montrose Ave,Chicago,41.96110801623,-87.7289701012,15,2/10/2015 14:42:31,336
496,Avers Ave & Belmont Ave,Chicago,41.939364,-87.722247,11,2/10/2015 14:47:18,689
497,Kimball Ave & Belmont Ave,Chicago,41.939398,-87.711561,23,2/10/2015 14:47:43,1144
498,California Ave & Fletcher St,Chicago,41.93842879148,-87.698007756,19,2/10/2015 14:47:54,1019
499,Kosciuszko Park,Chicago,41.93058537138,-87.7237773635,15,2/10/2015 14:48:08,850
500,Central Park Ave & Elbridge Ave,Chicago,41.93533728263,-87.7168892935,15,2/10/2015 14:48:20,592
501,Richmond St & Diversey Ave,Chicago,41.93190196886,-87.7011951301,15,2/10/2015 14:48:43,1446
502,California Ave & Altgeld St,Chicago,41.92669,-87.697668,15,2/10/2015 14:48:55,1392
503,Drake Ave & Fullerton Ave,Chicago,41.924398819,-87.7154410355,15,2/10/2015 14:49:10,1369
504,Campbell Ave & Fullerton Ave,Chicago,41.92463247165,-87.6893070063,15,2/10/2015 14:49:25,1935
505,Winchester Ave & Elston Ave,Chicago,41.92409085038,-87.6764600747,15,2/10/2015 14:49:40,1186
506,Spaulding Ave & Armitage Ave,Chicago,41.91718375155,-87.7103566522,15,2/10/2015 14:50:00,2043
507,Humboldt Blvd & Armitage Ave,Chicago,41.91751339399,-87.7018089555,19,2/10/2015 14:50:12,3021
508,Central Park Ave & North Ave,Chicago,41.90965687563,-87.7166319516,15,2/10/2015 14:50:26,756
509,Troy St & North Ave,Chicago,41.90976930169,-87.7052804871,15,2/10/2015 14:50:38,1167
510,Spaulding Ave & Division St,Chicago,41.90270659438,-87.709219571,15,2/10/2015 14:51:02,572
511,Albany Ave & Bloomingdale Ave,Chicago,41.91402671273,-87.705126462,15,2/10/2015 14:51:14,3050
514,Ridge Blvd & Howard St,Chicago,42.019276,-87.68452,15,5/12/2016 17:35:14,255
515,Paulina St & Howard St,Chicago,42.019159,-87.673573,23,5/12/2016 17:36:16,1176
517,Clark St & Jarvis Ave,Chicago,42.015963,-87.675005,15,5/12/2016 17:38:02,588
518,Conservatory Dr & Lake St,Chicago,41.885502,-87.716866,15,5/24/2016 15:32:31,367
519,Wolcott Ave & Fargo Ave,Chicago,42.016977,-87.677725,11,5/24/2016 15:40:32,156
520,Greenview Ave & Jarvis Ave,Chicago,42.015962,-87.66857,23,5/24/2016 15:41:28,1387
522,Bosworth Ave & Howard St,Chicago,42.019537,-87.669563,15,5/24/2016 15:43:13,475
523,Eastlake Ter & Rogers Ave,Chicago,42.021019,-87.665086,15,5/24/2016 15:44:23,1432
524,Austin Blvd & Chicago Ave,Chicago,41.894887,-87.774704,11,5/24/2016 15:45:52,164
525,Glenwood Ave & Touhy Ave,Chicago,42.012701,-87.666058,15,5/24/2016 15:47:11,295
526,Oakley Ave & Touhy Ave,Chicago,42.012342,-87.688243,15,5/24/2016 15:48:11,195
527,Western Ave & Howard St,Chicago,42.018901,-87.690048,19,5/24/2016 15:49:31,260
528,Pulaski Rd & Lake St,Chicago,41.885409,-87.726491,15,5/24/2016 15:50:53,164
529,Cicero Ave & Lake St,Chicago,41.886841,-87.745261,15,5/27/2016 08:35:11,27
530,Laramie Ave & Kinzie St,Chicago,41.887832,-87.755527,15,5/27/2016 08:37:00,21
531,Central Ave & Lake St,Chicago,41.887664,-87.765469,15,5/27/2016 08:38:16,41
532,Austin Blvd & Lake St,Chicago,41.887919,-87.774446,15,5/27/2016 08:38:49,136
533,Central Park Blvd & 5th Ave,Chicago,41.875679,-87.71547,15,5/27/2016 08:40:08,64
534,Pulaski Rd & Madison St,Chicago,41.880827,-87.726279,15,5/27/2016 08:41:19,78
535,Pulaski Rd & Congress Pkwy,Chicago,41.874325,-87.725704,15,5/27/2016 08:41:52,56
536,Kostner Ave & Lake St,Chicago,41.885928,-87.73541,15,5/27/2016 08:42:32,36
537,Kenton Ave & Madison St,Chicago,41.880708,-87.741018,15,5/27/2016 08:43:12,13
538,Cicero Ave & Flournoy St,Chicago,41.872131,-87.746619,15,5/27/2016 08:43:48,9
539,Cicero Ave & Quincy St,Chicago,41.877613,-87.745405,15,5/27/2016 08:44:28,26
540,Laramie Ave & Madison St,Chicago,41.880207,-87.755337,15,5/27/2016 08:46:44,34
541,Central Ave & Harrison St,Chicago,41.872993,-87.764499,15,5/27/2016 08:49:17,78
542,Central Ave & Madison St,Chicago,41.880121,-87.763238,15,5/27/2016 09:03:10,88
543,Laramie Ave & Gladys Ave,Chicago,41.875806,-87.755285,15,5/27/2016 09:04:28,34
544,Mason Ave & Madison St,Chicago,41.87998,-87.773264,15,5/27/2016 09:05:02,60
545,Kostner Ave & Adams St,Chicago,41.877917,-87.735737,15,5/27/2016 09:05:39,17
546,Damen Ave & Pershing Rd,Chicago,41.823192,-87.676597,11,5/27/2016 09:13:00,110
547,Ashland Ave & Pershing Rd,Chicago,41.823465,-87.665577,11,5/27/2016 09:24:35,95
548,Morgan St & Pershing Rd,Chicago,41.823613,-87.650931,11,5/27/2016 09:25:06,10
549,Marshfield Ave & 44th St,Chicago,41.813996,-87.666589,11,5/27/2016 09:25:31,20
550,Central Ave & Chicago Ave,Chicago,41.894958,-87.764902,11,5/27/2016 09:25:56,47
551,Hoyne Ave & 47th St,Chicago,41.808227,-87.67718,11,5/27/2016 09:29:16,41
552,Ashland Ave & McDowell Ave,Chicago,41.80887,-87.66454,11,5/27/2016 09:30:22,147
553,Elizabeth St & 47th St,Chicago,41.80839,-87.656526,11,5/27/2016 10:03:12,38
554,Damen Ave & 51st St,Chicago,41.800908,-87.674684,11,5/27/2016 10:15:12,53
555,Ashland Ave & 50th St,Chicago,41.803023,-87.664699,11,5/27/2016 10:16:03,37
556,Throop St & 52nd St,Chicago,41.799659,-87.657195,11,5/27/2016 10:48:18,4
557,Seeley Ave & Garfield Blvd,Chicago,41.794087,-87.675478,11,5/27/2016 10:48:53,4
558,Ashland Ave & Garfield Blvd,Chicago,41.792822,-87.664429,11,5/27/2016 10:49:17,1
559,Racine Ave & Garfield Blvd,Chicago,41.794694,-87.654947,11,5/27/2016 10:49:44,7
560,Marshfield Ave & 59th St,Chicago,41.786833,-87.666215,11,5/27/2016 10:50:20,14
561,Damen Ave & 59th St,Chicago,41.78602,-87.674167,11,5/27/2016 10:50:53,22
562,Racine Ave & 61st St,Chicago,41.783189,-87.654372,11,5/27/2016 10:51:16,6
563,Ashland Ave & 63rd St,Chicago,41.779374,-87.664843,15,5/27/2016 10:51:39,18
564,Racine Ave & 65th St,Chicago,41.775393,-87.654308,11,5/27/2016 10:52:09,6
565,Ashland Ave & 66th St,Chicago,41.774074,-87.663815,11,5/27/2016 10:52:35,2
566,Ashland Ave & 69th St,Chicago,41.768726,-87.664069,11,5/27/2016 10:53:08,8
567,May St & 69th St,Chicago,41.768938,-87.652934,11,5/27/2016 10:53:33,3
568,Normal Ave & 72nd St,Chicago,41.763462,-87.637297,11,5/27/2016 10:54:05,10
569,Woodlawn Ave & 75th St,Chicago,41.75916,-87.595751,15,5/27/2016 10:54:32,12
570,Evans Ave & 75th St,Chicago,41.758308,-87.606685,11,5/27/2016 10:55:05,12
571,Vernon Ave & 75th St,Chicago,41.758361,-87.614138,11,5/27/2016 10:55:30,29
572,State St & 76th St,Chicago,41.756971,-87.624621,11,5/27/2016 10:56:20,3
573,State St & 79th St,Chicago,41.750794,-87.624424,15,5/27/2016 10:56:54,36
574,Vernon Ave & 79th St,Chicago,41.750951,-87.613783,11,5/27/2016 10:57:20,10
575,Cottage Grove Ave & 78th St,Chicago,41.753174,-87.605026,11,5/27/2016 10:57:43,37
576,Greenwood Ave & 79th St,Chicago,41.751294,-87.597552,15,5/27/2016 11:29:41,10
577,Stony Island Ave & South Chicago Ave,Chicago,41.751173,-87.585337,11,5/27/2016 11:31:07,24
579,Phillips Ave & 79th St,Chicago,41.75182,-87.565211,11,5/27/2016 11:32:12,4
580,Exchange Ave & 79th St,Chicago,41.751731,-87.552812,15,5/27/2016 11:32:59,13
581,Commercial Ave & 83rd St,Chicago,41.744607,-87.551201,15,5/27/2016 11:33:35,15
582,Phillips Ave & 82nd St,Chicago,41.746334,-87.564725,11,5/27/2016 11:34:21,5
583,Stony Island Ave & 82nd St,Chicago,41.746559,-87.586005,11,5/27/2016 11:34:53,29
584,Ellis Ave & 83rd St,Chicago,41.744123,-87.599034,15,5/27/2016 11:35:20,13
585,Cottage Grove Ave & 83rd St,Chicago,41.744053,-87.604786,11,5/27/2016 11:36:16,19
586,MLK Jr Dr & 83rd St,Chicago,41.743116,-87.6148,11,5/27/2016 11:36:53,29
587,Wabash Ave & 83rd St,Chicago,41.743316,-87.622849,11,5/27/2016 11:37:24,37
588,South Chicago Ave & 83rd St,Chicago,41.743921,-87.575225,11,5/27/2016 11:38:02,8
589,Milwaukee Ave & Cuyler Ave,Chicago,41.954468,-87.749594,15,5/27/2016 11:39:23,167
590,Kilbourn Ave & Irving Park Rd,Chicago,41.953733,-87.740569,15,5/27/2016 11:39:45,395
591,Kilbourn Ave & Milwaukee Ave,Chicago,41.948818,-87.74002,23,5/27/2016 11:40:20,303
592,Knox Ave & Montrose Ave,Chicago,41.960631,-87.745359,15,5/27/2016 11:40:49,252
593,Halsted St & 59th St,Chicago,41.787539,-87.644874,11,5/27/2016 11:41:26,2
594,Western Blvd & 48th Pl,Chicago,41.805661,-87.683392,15,5/27/2016 11:42:34,76
595,Wabash Ave & 87th St,Chicago,41.736646,-87.622634,15,5/27/2016 11:42:56,5
596,Benson Ave & Church St,Evanston,42.048214,-87.683485,15,6/14/2016 11:00:57,2927
597,Chicago Ave & Washington St,Evanston,42.032562,-87.679101,15,6/14/2016 11:01:36,1743
598,Elmwood Ave & Austin St,Evanston,42.025784,-87.684107,15,6/14/2016 11:02:23,339
599,Valli Produce - Evanston Plaza,Evanston,42.039742,-87.699413,15,6/14/2016 11:03:05,255
600,Dodge Ave & Church St,Evanston,42.048308,-87.698224,15,6/14/2016 11:03:42,466
601,Central St Metra,Evanston,42.063598,-87.69873,15,6/14/2016 11:04:14,596
602,Central St & Girard Ave,Evanston,42.063999,-87.685962,15,6/14/2016 11:04:40,631
603,Chicago Ave & Sheridan Rd,Evanston,42.050491,-87.677821,15,6/14/2016 11:05:12,1677
604,Sheridan Rd & Noyes St (NU),Evanston,42.058239,-87.677432,15,6/14/2016 11:05:42,2022
605,University Library (NU),Evanston,42.052939,-87.673447,15,6/14/2016 11:06:21,1767
606,Forest Ave & Chicago Ave,Oak Park,41.894355,-87.80022,19,6/23/2016 12:21:48,937
607,Cuyler Ave & Augusta St,Oak Park,41.898168,-87.783055,11,6/23/2016 12:22:45,493
608,Humphrey Ave & Ontario St,Oak Park,41.890249,-87.778281,11,6/23/2016 12:23:22,153
609,Forest Ave & Lake St,Oak Park,41.88891,-87.800255,15,6/23/2016 12:23:59,772
610,Marion St & South Blvd,Oak Park,41.88681,-87.80287,19,6/23/2016 12:24:30,1078
611,Oak Park Ave & South Blvd,Oak Park,41.886923,-87.793899,19,6/23/2016 12:25:00,631
612,Ridgeland Ave & Lake St,Oak Park,41.888085,-87.785236,15,6/23/2016 12:25:30,586
613,Wisconsin Ave & Madison St,Oak Park,41.879837,-87.80224,11,6/23/2016 12:26:01,640
614,East Ave & Madison St,Oak Park,41.880113,-87.789247,15,6/23/2016 12:26:27,316
615,Lombard Ave & Madison St,Oak Park,41.87981,-87.779425,15,6/23/2016 12:27:02,298
616,Oak Park Ave & Harrison St,Oak Park,41.872987,-87.793945,19,6/23/2016 12:27:31,458
617,East Ave & Garfield St,Oak Park,41.871312,-87.788938,19,6/23/2016 12:27:57,303
618,Lombard Ave & Garfield St,Oak Park,41.870699,-87.778797,19,6/23/2016 12:28:34,316
619,Keystone Ave & Fullerton Ave,Chicago,41.924361,-87.727752,15,7/7/2016 16:46:01,505
620,Orleans St & Chestnut St (NEXT Apts),Chicago,41.898203,-87.637536,15,7/7/2016 16:46:26,2075
622,California Ave & Cortez St,Chicago,41.900363,-87.696704,0,4/27/2017 09:17:08,1197
623,Michigan Ave & 8th St,Chicago,41.872773,-87.623981,23,6/13/2017 15:23:53,1908